,avg_rews,std_rews,avg_actor_loss,avg_critic_loss,avg_policy_loss,avg_kl_divergence
198,-12478.11,2283.94,-0.01076,0.98586,0.48216,0.00302
199,-12464.36,2267.36,-0.00221,0.97269,0.48413,0.00183
200,-12112.68,2245.95,-0.00466,0.95681,0.47375,0.00199
201,-12361.63,2278.11,0.00308,0.94824,0.4772,0.00337
202,-12428.32,2477.75,-0.00399,0.97401,0.48302,0.00379
203,-11996.28,2471.48,-0.0054,0.98701,0.48811,0.00314
204,-12515.38,2425.98,-0.00181,0.97919,0.48778,0.00274
205,-12002.95,2139.72,-0.00249,0.97531,0.48516,0.00302
206,-12160.78,2329.4,-0.00114,0.97315,0.48543,0.00233
207,-12716.74,2128.95,-0.00067,0.98256,0.49061,0.00343
208,-11883.63,2258.2,-0.0013,0.96938,0.48339,0.00149
209,-12339.11,2433.42,-0.00142,0.98859,0.49287,0.00091
210,-12125.6,2306.99,1e-05,0.9982,0.49911,0.00746
211,-12434.7,2379.9,0.00238,0.96803,0.48639,0.00163
212,-12413.81,2244.31,-0.00286,0.99242,0.49335,0.00139
213,-12642.22,2567.54,-0.00172,0.9907,0.49364,0.00234
214,-12266.87,2372.83,-0.00583,0.97458,0.48146,0.00284
215,-12460.69,2331.87,0.00102,0.97906,0.49055,0.00462
216,-12571.09,1991.65,-0.00111,0.97608,0.48694,0.00385
217,-12332.83,2519.5,-0.0035,0.98605,0.48953,0.00614
218,-12424.52,2168.73,-0.0044,0.99057,0.49088,0.00248
219,-12383.83,2343.83,-3e-05,0.98746,0.49369,0.00126
220,-12370.58,2812.37,-0.0054,0.98395,0.48658,0.00093
221,-12456.75,2252.08,-0.00587,0.99243,0.49035,0.00084
222,-12693.59,2326.74,-0.00296,0.98291,0.48849,0.00196
223,-12030.44,2190.72,-0.00065,0.99282,0.49576,0.00361
224,-12662.34,2279.73,0.00076,0.97378,0.48765,0.00412
225,-12279.4,2140.26,-0.00581,0.99176,0.49006,0.00098
226,-12247.69,2336.21,-0.00151,0.99797,0.49748,0.00591
227,-12519.58,2350.41,4e-05,0.9495,0.47479,0.00138
228,-12532.44,2461.62,-0.00381,0.98777,0.49007,0.00262
229,-12617.46,2506.73,-0.00689,0.96619,0.4762,0.00156
230,-11915.44,2298.57,0.00125,0.98323,0.49287,0.00282
231,-12584.01,2224.97,0.0,0.97691,0.48846,0.00235
232,-12461.68,2400.26,-0.00211,0.98969,0.49273,0.00134
233,-12799.16,2228.66,-0.00088,0.99247,0.49535,0.00414
234,-12545.52,2158.94,-3e-05,0.97184,0.4859,0.00312
235,-12227.46,2119.65,-0.00043,0.96835,0.48375,0.00515
236,-12624.97,2266.32,-0.00232,0.97756,0.48646,0.00331
237,-12163.28,2544.6,0.01005,0.9804,0.50026,0.00733
238,-12271.88,2446.39,0.0006,0.97341,0.4873,0.00536
239,-12227.46,2255.87,-0.00532,0.97111,0.48023,0.00355
240,-11921.41,2342.67,-0.00156,0.97858,0.48773,0.00218
241,-12324.37,2499.31,-0.00537,0.98542,0.48734,0.0034
242,-12373.63,2444.07,-0.00344,1.00349,0.4983,0.00256
243,-12259.79,2275.85,-0.00271,0.97464,0.48461,0.00175
244,-12162.94,2164.07,-0.00414,0.97161,0.48166,0.002
245,-12359.52,2234.08,-0.00314,1.00267,0.49819,0.00517
246,-12616.59,2351.24,-0.00466,0.98696,0.48882,0.00533
247,-12266.73,2059.68,-0.00357,0.97531,0.48409,0.00346
248,-12337.54,2360.75,-0.00294,0.99007,0.4921,0.0011
249,-12021.72,2300.56,0.00439,0.97929,0.49404,0.00308
250,-12615.52,2172.5,0.00432,0.96754,0.48809,0.00383
